<<<<<<< HEAD
ID_Categoria,ID_Empleado,Nº Inventario,Nº Activo Fijo,Nombre,Marca,Modelo,Nº Serie,Descripción,Precio,Fecha de compra,Foto,Observaciones
1,1,1.012E+11,51110035355,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6625.2,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035356,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6670.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035358,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6715.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035359,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6761.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035360,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6806.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035366,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6851.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035367,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6897,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035378,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6942.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035380,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6987.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035381,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,7032.9,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035383,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,7078.2,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035385,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,7123.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122257,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7168.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122258,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7214.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122259,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7259.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122260,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7304.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122261,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7350,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122262,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7395.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122263,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7440.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122264,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7485.9,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122265,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7531.2,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122266,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7576.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122267,SILLA METALICA SECRETARIAL                                                                          ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7621.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122290,SILLA METALICA DE VISITA                                                                            ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7667.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122291,SILLA METALICA DE VISITA                                                                            ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7712.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122292,SILLA METALICA DE VISITA                                                                            ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7757.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122293,SILLA METALICA DE VISITA                                                                            ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7803,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122295,SILLA METALICA DE VISITA                                                                            ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7848.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110122296,SILLA METALICA DE VISITA                                                                            ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,7893.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.013E+11,51110035316,SILLON METALICO CON MECANISMO RECLINABLE CON BRAZOS DE ACERO TIPO                                   ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,7938.9,22/09/2015,Sin foto,Observación de prueba
1,1,1.013E+11,51110035330,SILLON METALICO CON MECANISMO RECLINABLE CON BRAZOS DE ACERO TIPO                                   ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,7984.2,22/09/2015,Sin foto,Observación de prueba
2,1,2.004E+11,56510002126,APARATO TELEFONICO CON FUENTE DE ALIMENTACION DE ENERGIA                                            ,4018,ALCATEL                                           ,FCN00908506512    ,Sin descripción,8029.5,22/09/2015,Sin foto,Observación de prueba
1,1,3.003E+11,52910006836,PINTARRON AVANTE CUADRICULADO DE 1.50X90 CM                                                         ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,8074.8,22/09/2015,Sin foto,Observación de prueba
1,1,3.00601E+11,51110122255,MESAS REDONDAS DE 1.20 X 75                                                                         ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,8120.1,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510023935,CPU                                                                                                 ,HX4130         ,LANIX                                             ,1105980174,Sin descripción,8165.4,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510026883,CPU VOSTRO 260 ST                                                                                   ,VOSTRO 260 ST  ,DELL                                              ,CZF7NS1           ,Sin descripción,8210.7,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510026890,CPU VOSTRO 260 ST                                                                                   ,VOSTRO 260     ,DELL                                              ,CZG8NS1           ,Sin descripción,8256,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510026892,CPU VOSTRO 260 ST                                                                                   ,VOSTRO 260     ,DELL                                              ,CZGFNS1           ,Sin descripción,8301.3,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028814,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.17E+17,Sin descripción,8346.6,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028815,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.17E+17,Sin descripción,8391.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028816,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.17E+17,Sin descripción,8437.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028820,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.17E+17,Sin descripción,8482.5,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031610,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.23E+17,Sin descripción,8527.8,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031611,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.23E+17,Sin descripción,8573.1,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031612,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.23E+17,Sin descripción,8618.4,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031613,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.23E+17,Sin descripción,8663.7,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031614,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.23E+17,Sin descripción,8709,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031616,CPU                                                                                                 ,TITAN HX4210   ,LANIX                                             ,4.23E+17,Sin descripción,8754.3,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510033124,CPU                                                                                                 ,IMAC 21.5      ,APPLE                                             ,D25LM1DPF08J2     ,Sin descripción,8799.6,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510033125,CPU                                                                                                 ,IMAC 21.5      ,APPLE                                             ,D25LM1K4F08J2     ,Sin descripción,8844.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510033126,CPU                                                                                                 ,IMAC 21.5      ,APPLE                                             ,D25LM11MF08J2     ,Sin descripción,8890.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510033127,CPU                                                                                                 ,IMAC 21.5      ,APPLE                                             ,D25LM0Z4F08J2     ,Sin descripción,8935.5,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034171,CPU                                                                                                 ,CORP 4310      ,LANIX                                             ,4.3E+17,Sin descripción,8980.8,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034172,CPU                                                                                                 ,CORP 4310      ,LANIX                                             ,4.3E+17,Sin descripción,9026.1,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034173,CPU                                                                                                 ,CORP 4310      ,LANIX                                             ,4.3E+17,Sin descripción,9071.4,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034174,CPU                                                                                                 ,CORP 4310      ,LANIX                                             ,4.3E+17,Sin descripción,9116.7,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034176,CPU                                                                                                 ,CORP 4310      ,LANIX                                             ,4.3E+17,Sin descripción,9162,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034177,CPU                                                                                                 ,CORP 4310      ,LANIX                                             ,4.3E+17,Sin descripción,9207.3,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034178,CPU                                                                                                 ,CORP 4310      ,LANIX                                             ,4.3E+17,Sin descripción,9252.6,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034179,CPU                                                                                                 ,CORP 4310      ,LANIX                                             ,4.3E+17,Sin descripción,9297.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510040902,CPU TODO EN UNO MACCORE I5 8GB 500GB PANTALLA 21.5,IMAC           ,APPLE                                             ,C02NPNB6F8J2      ,Sin descripción,9343.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510040908,CPU TODO EN UNO MACCORE I5 8GB 500GB PANTALLA 21.5,IMAC           ,APPLE                                             ,C02NPNLDF8J2      ,Sin descripción,9388.5,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510019791,MONITOR DE COMPUTADORA LCD DE 23.6 WIDESCREEN,STANDAR        ,LANIX                                             ,R0796JA001125     ,Sin descripción,9433.8,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510023953,MONITOR DE COMPUTADORA LCD DE 19,LX900T         ,LANIX                                             ,1.99E+12,Sin descripción,9479.1,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510023954,MONITOR DE COMPUTADORA LCD DE 19                                                                ,STANDAR        ,LANIX                                             ,1.99E+12,Sin descripción,9524.4,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028825,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX22604257       ,Sin descripción,9569.7,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028826,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX22604268       ,Sin descripción,9615,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028830,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX22604288       ,Sin descripción,9660.3,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028832,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX22604291       ,Sin descripción,9705.6,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028833,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX22604292       ,Sin descripción,9750.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510028835,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX22604294       ,Sin descripción,9796.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031619,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX24201883       ,Sin descripción,9841.5,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031620,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX24201907       ,Sin descripción,9886.8,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031621,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX24201911       ,Sin descripción,9932.1,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031622,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX24201913       ,Sin descripción,9977.4,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031623,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX24201914       ,Sin descripción,10022.7,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031624,MONITOR DE COMPUTADORA LCD DE 19                                                                ,LX900T         ,LANIX                                             ,LNX24201918       ,Sin descripción,10068,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510031674,MONITOR DE COMPUTADORA LCD 19                                                                   ,LX900T         ,LANIX                                             ,LNX24201948       ,Sin descripción,10113.3,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034182,MONITOR DE COMPUTADORA LED DE 19.5                                                              ,LX900T         ,LANIX                                             , LNX34801195      ,Sin descripción,10158.6,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034183,MONITOR DE COMPUTADORA LED DE 19.5                                                              ,LX900T         ,LANIX                                             , LNX34801201      ,Sin descripción,10203.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034184,MONITOR DE COMPUTADORA LED DE 19.5                                                              ,LX900T         ,LANIX                                             , LNX34801203      ,Sin descripción,10249.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034185,MONITOR DE COMPUTADORA LED DE 19.5                                                              ,LX900T         ,LANIX                                             , LNX34801204      ,Sin descripción,10294.5,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034186,MONITOR DE COMPUTADORA LED DE 19.5                                                              ,LX900T         ,LANIX                                             , LNX34801205      ,Sin descripción,10339.8,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034188,MONITOR DE COMPUTADORA LED DE 19.5                                                              ,LX900T         ,LANIX                                             , LNX34801209      ,Sin descripción,10385.1,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034189,MONITOR DE COMPUTADORA LED DE 19.5                                                              ,LX900T         ,LANIX                                             , LNX34801210      ,Sin descripción,10430.4,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034190,MONITOR DE COMPUTADORA LED DE 19.5                                                              ,LX900T         ,LANIX                                             , LNX34801215      ,Sin descripción,10475.7,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510034191,MONITOR DE COMPUTADORA LED DE 19.5                                                              ,LX900T         ,LANIX                                             , LNX34801217      ,Sin descripción,10521,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110089850,ESCRITORIO DE MADERA ESTACION DE TRABAJO DE 1.60X120X75 CON PEDESTAL PA                             ,OFIPLAN        ,GENERICO                                          ,GENERICO          ,Sin descripción,10566.3,22/09/2015,Sin foto,Observación de prueba
=======
ID_Categoria,ID_Subcategoria,ID_Subdivision,ID_Empleado,Nº Inventario,Nº Activo Fijo,Nombre,Marca,Modelo,Nº Serie,Descripción,Precio,Fecha de compra,Foto,Observaciones
3,2,6,1,5.00E+11,51510044059,COMPUTADORA DE ESCRITORIO INCLUYE MONITOR,705G3,HEWLETT PACKARD,MXL7351V3J,Sin descripción,123,9/22/2015,Sin foto,Observación de prueba
3,2,6,1,5.00E+11,51510044053,COMPUTADORA DE ESCRITORIO INCLUYE MONITOR,705G3,HEWLETT PACKARD,MXL7351V2W,Sin descripción,534,9/22/2015,Sin foto,Observación de prueba
3,2,2,1,5.00E+11,51510026891,CPUVOSTRO 260 ST,DELL,VOSTRO 260,CZHFNS1,Sin descripción,987,9/22/2015,Sin foto,Observación de prueba
3,2,2,1,5.00E+11,51510043316,COMPUTADORA DE ESCRITORIO,DELL,AIO OPTIPLEX 32,22WLB02,Sin descripción,123,9/22/2015,Sin foto,Observación de prueba
3,3,7,1,5.00E+11,51510044168,IMPRESORA 3D,ZORTRAX,M200,ZE38FB367,Sin descripción,555,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047006,Monitor led 19.5,QM19100,QIAN,QXHX1951806150387,Sin descripción,600.3,9/22/2015,Sin foto,Observación de prueba
2,14,24,1,1.01E+11,51110150679,SILLON EJECUTIVO, , , ,Sin descripción,645.6,9/22/2015,Sin foto,Observación de prueba
2,15,28,1,1.01E+11,51110089871,ESCRITORIO DE MADERAESTACION DE TRABAJO DE 1.60X120X75 CON PEDESTAL PA,GENERICO,OFIPLAN,GENERICO,Sin descripción,690.9,9/22/2015,Sin foto,Observación de prueba
3,12,11,1,2.00E+11,56510002130,APARATO TELEFONICOCON FUENTE DE ALIMENTACION DE ENERGIA,ALCATEL,4018,FCN00908506525,Sin descripción,736.2,9/22/2015,Sin foto,Observación de prueba
3,3,9,1,5.00E+11,51510043744,MULTIFUNCIONAL,HEWLETT PACKARD,M176N,CNG7JD3J16,Sin descripción,781.5,9/22/2015,Sin foto,Observación de prueba
2,16,31,1,1.00E+11,51110089975,ARCHIVERO DE MADERA VERTICAL DE 4 GAVETAS DE 48X50X1.37 ACABADO EN ME,OFIPLAN,GENERICO,GENERICO,Sin descripción,826.8,9/22/2015,Sin foto,Observación de prueba
2,17,34,1,0,0,Estante de madera de 5 espacios,Generico,Generico, ,Sin descripción,872.1,9/22/2015,Sin foto,Observación de prueba
3,2,6,1,5.00E+11,51510040906,CPUTODO EN UNO MACCORE I5 8GB 500GB PANTALLA 21.5,APPLE,IMAC,C02NPNHQF8J2,Sin descripción,917.4,9/22/2015,Sin foto,Observación de prueba
3,2,2,1,5.00E+11,51510000084,COMPUTADORA DE ESCRITORIO,DELL,INSPIRON 7459,H80FB02,Sin descripción,962.7,9/22/2015,Sin foto,Observación de prueba
2,18,36,1,3.00E+11,52910006828,PINTARRONAVANTE CUADRICULADO DE 1.50X90 CM,GENERICO,GENERICO,GENERICO,Sin descripción,1008,9/22/2015,Sin foto,Observación de prueba
2,19,39,1,1.01E+11,51110089890,LIBRERO DE MADERA BAJO DE .80 X .50 X .75 ABIERTO CON ENTREPA√ëOS CO,GENERICO,OFIPLAN,GENERICO,Sin descripción,1053.3,9/22/2015,Sin foto,Observación de prueba
2,19,39,1,1.01E+11,51110089927,LIBRERO DE MADERABAJO DE .80 X.50 X .75 CON 2 PUERTAS Y ENTREPA√ëO C,G12LIN80CPCC,OFIPLAN,GENERICO,Sin descripción,1098.6,9/22/2015,Sin foto,Observación de prueba
3,13,14,1,2.10E+12,53110000016,CAMARA CCD LINEAL MONTAJE EN CCAMARA CCD MARCA THORLABS,THORLABS,CCD,4103027999,Sin descripción,1143.9,9/22/2015,Sin foto,Observación de prueba
2,20,44,1,3.00E+11,53110008437,MESA DE LABORATORIOMESA OPTICA,NEWPORT,900430020,1608729,Sin descripción,1189.2,9/22/2015,Sin foto,Observación de prueba
3,2,2,1,5.00E+11,51510043315,COMPUTADORA DE ESCRITORIO,DELL,AIO OPTIPLEX 32,H2WLB02,Sin descripción,1234.5,9/22/2015,Sin foto,Observación de prueba
3,2,2,1,5.00E+11,51510043318,COMPUTADORA DE ESCRITORIO,DELL,AIO OPTIPLEX 32,71WLB02,Sin descripción,1279.8,9/22/2015,Sin foto,Observación de prueba
2,21,49,1,1.01E+11,51110035303,SILLA METALICAOPERATIVA CON RODAJAS CON BRAZOS EN ACERO TIPO ALA,GENERICO,GENERICO,GENERICO,Sin descripción,1325.1,9/22/2015,Sin foto,Observación de prueba
2,22,46,1,3.00E+11,51110031385,BANCO METALICOPARA LABORATORIO,GENERICO,GENERICO,GENERICO,Sin descripción,1370.4,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047011,Monitor led 19.5,QM19100,QIAN,QXHX1951806151127,Sin descripción,1415.7,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047010,Monitor led 19.5,QM19100,QIAN,QXHX1951806152260,Sin descripción,1461,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047008,Monitor led 19.5,QM19100,QIAN,QXHX1951806152302,Sin descripción,1506.3,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047012,Monitor led 19.5,QM19100,QIAN,QXHX1951806150401,Sin descripción,1551.6,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047007,Monitor led 19.5,QM19100,QIAN,QXHX1951806150402,Sin descripción,1596.9,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047009,Monitor led 19.5,QM19100,QIAN,QXHX1951806151013,Sin descripción,1642.2,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047015,Monitor led 19.5,QM19100,QIAN,QXHX1951806150388,Sin descripción,1687.5,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047013,Monitor led 19.5,QM19100,QIAN,QXHX1951806151776,Sin descripción,1732.8,9/22/2015,Sin foto,Observación de prueba
3,2,3,1,0,0,Lap top,ACE4,N17C4,NXH2BAL02490709EC53400,Sin descripción,1778.1,9/22/2015,Sin foto,Observación de prueba
3,2,3,1,0,0,Lap top,Acer,N17C4,NXH2BAL02490709E623400,Sin descripción,1823.4,9/22/2015,Sin foto,Observación de prueba
3,4,18,1,2.20E+12,54310000018,DRON PROGRAMABLE,AIRBLOCK,MAKEBLOCK,0TQ3G5600SL064,Sin descripción,1868.7,9/22/2015,Sin foto,Observación de prueba
3,4,19,1,2.20E+12,54310000019,DRON MODULAR,TELLO,DJI,2AH9Q-MC-6A,Sin descripción,1914,9/22/2015,Sin foto,Observación de prueba
3,2,3,1,5.00E+11,51510046905,COMPUTADORA PORTATIL,MACBOOK AIR,APPLE,C1MX261TJ1WK,Sin descripción,1959.3,9/22/2015,Sin foto,Observación de prueba
3,27,1,1,4.01E+11,53110009859,KIT DE DIAGNOSTICO,MYSIGNALS,MYSIGNALS,112,Sin descripción,2004.6,9/22/2015,Sin foto,Observación de prueba
3,2,6,1,5.00E+11,51510042595,CPUIMAC 21.5,MK142EA,APPLE,C02RW2ZCGF1J,Sin descripción,2049.9,9/22/2015,Sin foto,Observación de prueba
3,23,21,1,5.00E+11,51510043436,DISCO DURO EXTERNO,HD710,ADATA,1H0420057276,Sin descripción,2095.2,9/22/2015,Sin foto,Observación de prueba
3,23,21,1,5.00E+11,51510044840,DISCO DURO DE ALMACENAMIENTO,5017B,MY PASSPORT,WX41D37A8A05,Sin descripción,2140.5,9/22/2015,Sin foto,Observación de prueba
3,2,3,1,5.00E+11,51510043268,COMPUTADORA PORTATIL,DELL,VOSTRO 3459,86YDWF2,Sin descripción,2185.8,9/22/2015,Sin foto,Observación de prueba
2,21,49,1,1.01E+11,51110035410,SILLA METALICA DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA,GENERICO,GENERICO,GENERICO,Sin descripción,2231.1,9/22/2015,Sin foto,Observación de prueba
2,21,49,1,1.01E+11,51110035405,SILLA METALICA DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA,GENERICO,GENERICO,GENERICO,Sin descripción,2276.4,9/22/2015,Sin foto,Observación de prueba
2,19,40,1,1.01E+11,51110090026,LIBRERO DE MADERA MODULAR DE  .80 X .35 X 1.80 SIN PUERTAS CON 5 EN,OFIPLAN,GENERICO,GENERICO,Sin descripción,2321.7,9/22/2015,Sin foto,Observación de prueba
2,22,46,1,3.00E+11,51110031309,BANCO METALICOPARA LABORATORIO,GENERICO,GENERICO,GENERICO,Sin descripción,2367,9/22/2015,Sin foto,Observación de prueba
2,22,46,1,3.00E+11,51110031365,BANCO METALICOPARA LABORATORIO,GENERICO,GENERICO,GENERICO,Sin descripción,2412.3,9/22/2015,Sin foto,Observación de prueba
2,19,39,1,1.01E+11,51110152032,LIBRERO,SYGMA,B410,SIN N√öMERO,Sin descripción,2457.6,9/22/2015,Sin foto,Observación de prueba
2,22,46,1,3.00E+11,51110031292,BANCO METALICOPARA LABORATORIO,GENERICO,GENERICO,GENERICO,Sin descripción,2502.9,9/22/2015,Sin foto,Observación de prueba
3,8,15,1,5.00E+11,51510047014,Monitor led 19.5,QM19100,QIAN,QXHX1951806151819,Sin descripción,2548.2,9/22/2015,Sin foto,Observación de prueba
3,2,2,1,5.00E+11,51510000085,COMPUTADORA DE ESCRITORIO,DELL,INSPIRON 7459,490FB02,Sin descripción,2593.5,9/22/2015,Sin foto,Observación de prueba
3,2,2,1,5.00E+11,51510045698,COMPUTADORA,MNE02EA,APPLE,C02VR237J1G6,Sin descripción,2638.8,9/22/2015,Sin foto,Observación de prueba
2,21,49,1,1.01E+11,51110035388,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,2684.1,9/22/2015,Sin foto,Observación de prueba
